class,feature_2,feature_3,feature_4,feature_5,feature_7,feature_9,feature_11,feature_12,feature_13,feature_14,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,"feature_8,feature_15","feature_21,feature_10","feature_1,feature_6"
e,m,a*,v,l,f,@a,E,*t,e,*k,*t,J,d#,,H,#u,"#o,j","M,U","i,o"
p,h&,@a,v,l,#h,a,e&,#m,e#,@k,#t  ,i,e,A&,h,@u  ,"c,i#","@A,W","b,e"
e,#C,a,*v,l*,f,a#,e,&n,e,k*,*t,,,t,@e,u@,"&o,j","*t,u",
p,*d,,v,l#,#F  ,?*,,@a,&e,w,t#,i,h,#t,J,@u,"@o,j","t,c","t,e*"
e,d,*a,v#,#l,H,,E&,n,e,k,T,j,d  @,t,e#,u," o,j #","#t,u","D,O"
e,H&,a,v@,l#,J*,@v,@q,@i,e,m,,j,@p,t,@h,u,"c,j","T,U","d,o"
e,m*,a,&v,l,f, a ,e,#d,*e,k,&t,j,d,m@,e,*U,"o,j","m,u","d,o@"
e,d,&a,v,l,&v,?,i,H@,p,w,&l,,&d,l,j,u,"c,j","l,u","l,e"
p,&a,a*,*v,L,f#,a#,q@,t,#E,n,,j,e,,@j,#u,"o,j","&t,u","&b,o"
p,&h,a,v,*l,#f,*a,Q,b,E,m,*t,i@,e,a,H,u,"c,i","d,w&","b,e&"
e,*c,&A,V*,l,h,*A,,,E&,k,T,j,D,*m  ,,u&,,,"@i,o"
e,m,d,v,l,,c,e,M*,e,n,t,@j,d,t&,,u,"c,j","t,u","i,e"
e, d @, a *,V,o&,*H,a*,a,t,e,U@,t,&H,,d@,h,*u,"@c,h","d,u#","t,e"
p,d,d#,v,l,f*,?,,#a,e,*k,t,J,H,@t, j ,u,"o,j","U,C#","*t,e"
p,*H,a, v ,&l,f*,a,q,#b,*e,k  *,T,i#,e,A,h,U#,"c,i","&a,w","b,e@"
p,m#,a,v,&l,h,a,q,u  ,e,k,*t,i@,@e,u,#e,u,"c,i","d,w","b,e"
p,h,,v*,L,f*,A&,@e,@b,*e,k*,T&,,,u,#h,U,"@c,i","#A,W","b,e"
p,C,*d,&V,*l,f@,?,q,,*e,u*,#t,,e,u,j@,#u,"o,j","T,C","t,e"
e,t*,a@,#v,@L,D,,A#,d,e,#m,t,j@,p  ,*t,h,U,"c,j*",,"d,o@"
e,m,@a,,l,F,a,@ q ,u,E, k ,t,#j,d#,t,e*,u@,"o,j","m,u","#I,O"
e,M,*a,t,l@,#j,c*,*q,,e*,M,t,j,#d,t&,,U@,"o,e*","@t,c","i,e"
p,t,a,@v,l*,f,a@,e@,u@,e*,m#,t,j&,e@,@t,j,u&,"o,e","t,u","*b,o"
e,h*,&a,#v,*l,j*,*v,*Q,@m,e,y,t*,,p&,T,h,u&,"&c,j","t,u&","*i,o"
e,*a,#a,@v,o,v,?,&i,t,&e,&t,t#,j&,D  @,c,j,&U,"c,j*","c,c&","T,O&"
p,c,d,v,*l,f,*?,#Q,a&,E@,u,t,,h,@u,j,u,"o,j","t,c#","t,e"
e,t,D,t,l&,F,#a,e*,d,E,&k,,j#,w,t#,,u,"o,j","#t,u","N,O@"
e,, a &,T,l,j,c,Q,u,E#,,,&e,#d,t,J,u,"o,e","t,c@","i,e"
p,@c,*D,v,l,,#?,,,e,u#,t,i*,j#,,j,U,"o,j#",,"t,e&"
p,#c,d,V,l,f,?  ,e,a,e,u*,t,j#,,t@,h,u,"o,i","t,c*","T,E"
e,#c,A,v#,L#,#h,,Q,t@,e  &,k,t,j,d,,&h,u,"o,j","m,u","i,o#"
e,*u,a,v#,,v@,?@,i*,,E,@t,t&,#J,D,c,j&,u&,"c,j@","T,C","t,o&"
p,c,d,v,l,,&?,Q,a,,k@,T,&j  ,e&,,*j,u,"o,i","*t,c","t,e"
p,,#D,v*,#l,f&,?&,i,a,e&,k,t,j*,h,*u,@j,u,"o,i&","u,c#","t,e*"
e,c#,*a,@V,l*,*h,a,q,d&,e,k,T,j,#d,u,&e,,"o,j","u,u","i,o"
p,m*, a *,v,,,a,e,&M,E,u,@t,i,e,,,U,"C,I","U,W","b,e"
e,t,a#,T,@l,j&,c,Q&, u ,#e,M,,e,d,#t,#e,,,"t,c#","@d,e"
e,d,#A,v*,o@,V&,#?,,&t,*e,&t,t,,@d,t,j,u,"c,j","c,c","t,o"
p,h,a*,v,&l,,&A  ,q#,,e,u#,t,#I,e*,u,h,u,"c,i#","&a,w","*b,e"
p,d,d&,v,l,f,?,@I,, e ,u,T,i,j,#u,H,,"&o,i","u,c","t,e"
p,#d,#D,#V,#l,f,@?,q,a,e,&k,t,i@,#e,u,h,u*,"o,j*","U,C","T,E"
p,,d@,v,l,#j,c,@q,t*,E@,n#,t, j ,,#t,h,u,"c,j","#t,u",
p,c, d ,#v,l,f*,&?,e,a,*e,&w,t,j,e,& u ,j,&u,"O,I","t,c","T,E&"
p,t,a*,,L&,f,@a,*e,#u,e#,@m,t#,e*,e&,#t,*j,u,"o,j","t,u","*b,o"
e,@d,,V&,,#v,,q,c,&e,t,t,@j,d*,#c,h#,u&,"c,j","&c,c","@T,O"
e,d,a,@v,o&,v,&?,e,t@,e@, t ,t,j,d,t,h,u#,"#c,j","*T,C","T,O  "
e,d,a  ,v,o,v,?,e@,@t,,t,t@,j,#d,c  ,h,u,,"T,C","t,o"
p,d*,,v&,l#,f,c,e,@T,@e,,t,J&,u,t#,@h,*u,"c,j","t,u&","*D,O"
e,m,a&,*t,,j,#?,Q,T@,e,m,t#,*i,d,t,e  ,u,"&c,i","t,u#","t,e"
e,d,,v,,&f,a,,u,e,k@,&t,j,@d,m&,e,,"o,j","U,U","d,o"
p,d,,,*l,f#,&?,,a,,u,t,j*,h,#T,j,u@,"o,j","u,c","t,e*"
p,c,*d,V,l,,?,,A#,&e,&k,t,i,@h,@t, j ,u#,"o,i*",,"t,e#"
e,&t,a  *,,&L,&d,v*,#a,t,*e,m#,,*j,*w,t,&h,,"c,j*","t,u","d,o"
p,d,&d,v,,*f,*?,e,a,e,u,t,i*,E,,h&,u,"*o,j","t,c",
p,M,@a,v,*l,h,@ a ,e&,,e#, u ,t,i,e,d,e,U&,"&c,i","U,W","b,e"
p,@c,d&,v,*l  ,f,,e#,@a,e,@u,t,j&,J*,u,j,u  *,"o,i&","*t,c","T,E"
e,t@,,&t,o,j,&?,q,*u,E,m*, t &,#i,#d,t*,e@,@u,"c,j","#t,u",
p,@T,@a,V&,l,F,,Q,t,e,n,t*,J*,e,@t,@j,&u,"o,e","*T,U","b,o"
e,D@,a,@v,L&,h#,a,q,t,,k#,t  ,J,@D,#m,,@u,"o,j*","u,u","d,o"
e,#D,,v,l,H,a,,@u,e  @,,t,J,D,m&,e#,U,,,"@i,o"
p,h,a,v,l  ,h,A, e *,b,e,k*,T,@i,,#a,,& u ,"c,i#","D,W","@b,e"
p,D,d@,v,&l,,?,e,a,@e,&u,t,,,*u,,&u,"*o,i","#u,c","t,e"
p,t,@d,V,l,j#,C,e&,&d,e,&n,t,&j,u,& t ,@j,u*,"c,j","t,u*","d,o"
p,#m,@A,@v,l&,,a&, q ,*b,e#,@u,&t,i,e@,u  &,#e,,"c,i",,
e,t,a,#v,l  ,j,v,q&,&i, e *,y#,t&,j@,p,t,,,"c,j",,"@d,o"
p,v*,A,v,d,v,v&,i,h,e,k,t,h,y#,,h#,u,"c,i","&v,d"," t,e *"
p,c@,d*,#v,l,f,?,i#,a,*e,*k,@t,@j,J@,U,#j,@u,,"t,c&","t,e&"
e,t,a,t@,l@,p@, c ,*e,u@,E,M,t*,#e,#D,T,#j,u@,"o,e","t,c@",
e,t,a,t@,,,?,A,t*,e*,m,@t,i,,t,j@,U,"C,J","@t,u","t,e#"
e,d,a@,V*,o,h&,a,i,t@,e@,u#,t,#h,d,d,*j,u#,"C,H","d,u","@T,E"
p,h@,a*,#v,l&,,a, e *,u,#e,k*,T@,i,e,d,h,,"c,i@","D,W","B,E#"
p,u,a,v@,O,f,a,,t&,e#,,t@,j,d,@t,j&,u,"&c,j","t,u&","Z,O"
p,@C,@d,,# l ,f,,Q@,,e*,w,@T,i,j,U,#h,u," o,j ","*t,c","t,e"
p,,a,,@ l ,f*,,q,,e,u,t,i,E,*d,H,*u,"&c,i","d,w","b,e"
e,d,*a,,l,h@,a@,q#,&u,e,,t,j,*d,,e,u@,"#o,j","#u,u","d,o"
p,h,,V&,l,,A,*q,U*,E,u  ,T,i,e@,a#,e,u,"@C,I","#u,w","b,e"
e,@ d ,a&,#v  ,#l  ,f,@a,&e,U*,e,k,t,j,D&,u#,e,#u,"o,j","m,u","i,o"
p,t,d,@v,l@,j,c*,q,& d ,@ e ,*n,t,j#,u,t,j,@u,"c,j  ","#t,u",
p,m,@a,*v,#l,*h,a,e,b,e,*U,t,i&,e,,e,u,,"u,w","@b,e"
e,d,*a,@T,&l,J@,@c,@e,d,e@,m,t,j  @,d,#t,e,u  #,"o,e*","t,c","D,E*"
e,M,@a,t  ,@o,&j,?,*a,#u,@E,#m,t,j,&D,*t,@J,u,"C,J","t,u","t,e*"
e,t,A,&t,l,j*,c@,q,&d,e,m#,#T,e,*d,t,j@,u,"o,e","t,c","d,e"
p,d*,d,,l,&f,?,,@A,e,k,t,j,e#,u,h*,u,"O,J","U,C","t,e"
p,d,d#,,@l,f,?,@i,a, E &,u,T#,J,e,& t ,h,@U,"*o,j","t,c","t,e"
e,,a,V#,l,d,v,&q  ,i,e,,,j,@p,t,H&,u,"c,j&","@T,U","@i,o"
e,M,A,,L,f,,Q,t#,@e,&k,,j,d*,u,&e,u,"o,j",,"#i,o"
p,h,A,v,L,f,a,@e,U,&e,m,,#i,e,d,,#u,"c,i","u,w&","*b,e"
e,D,*a,v  ,l,f,#a,e,,,*k,&t,j@,d,,h,u,"o,j  ","#m,u","i,o"
e,*d,,*v,l#,f,a,&q,,e,k,T&,,@D,m,e#,,"@o,j","u,u",
e,d,,v,l,f,a&,q,d,e,&K,t,j,d,, h ,u&,"O,J","m,u  ","I,O@"
p,c,,V,L,f@,#?,&e,a,e,&u,t,j#,,#u,J#,U&,,"&t,c","t,e"
p,c,D,V,&l,f,*?,q,a,E,u,t  *,J,&E,u&,,u,"O,J@","#u,c","t,e"
p,d&,,v,l,f,?, i ,,@e,@w,& T ,j,,U  ,H,u&,"o,i","&u,c","t,e@"
e,,*a,t,&o,@J,#?,I&,t,e,,*t,i,d,t*,e,u,"c,j  ","T,U#","*t,e"
e,#m,&a,V,L@,f,#a,e,u,e@,#k,t#,J,d,&T, E &,u@,"o,j","m,u","i,o"
p,*C,D,@v,L,f,?,e@,#a  ,e#,w*,t, I &,@e,#t,h&,*u  ,"o,j","t,c#","#t,e"
p,*m,a&,v,l#,J,a,q,u,e,n,*t,j,e&,*t,j#,U,"O,E","t,u","b,o"
p,C,d,#v,l,f#,?,E,a,e@,u,#t,j,h@,t,,#u,"o,j","u,c","t,e&"
e,@m,a&,*t,,,c,#e,B  ,e,#m,t,j  ,, t @,e,,,"@t,c","i,e#"
e,h,A,v,l&,d,# v ,a,@i,E@,@y,t#,j,w,t,j*,u,"c,j","T,U","#d,o"
e,c*,a&,*V,l,f,@a,e,n,e,K,t,@j,d,T,h&,u,"o,j","u,u#","*d,o"
e,t, a ,#v,l,j,v,*Q,*m,E,m#,t#,j,&w,t@,&j,u*,"c,j",," d,o "
e,&t,a*,,#o,d,& ? ,a,u*,e,,,j,#D,t*,j,@u,"c,j&","#t,u","t,e#"
e,t,,&t,L,j@,* c ,e,b,e,&m,t,j#,d@,t,j*,U*,"#o,e","t,c","d,e"
e,m,a  ,v,&l,,a,# q ,u,e&,k,T#,j,*D,u,H,u,"O,J","u,u","i,o&"
e,m,#a,t,o#,j,&?,a*,#u,@e,m,#t,j,d,*T,J,#u,"&c,i","*t,u","T,E*"
p,,,V,L,,a,@Q,m#,,m,t,i  ,e,a&,h,,"*c,i",,"b,e"
p,t,a,@v,l,f,a,q  &,@U,*E,,T*,j,E,t,*j,*u,"o,e@",,
p,c,d,v,&l,f@,@ ? ,@i,a,E,@k,,J&,H,u#,j,u&,"#o,i","t,c#","T,E"
p,d,*d,V,L,&f,&?,*q,a,e,,t,i,,t,h#,,"o,i","u,c*","t,e"
e,t,a,v,L,@d,v&,q,#m,e#,#m,,j,w,,j,u,"c,j#"," t,u ","d,o"
p, T @,a,v,l#,j,#a,&e,T,e#,n,&t,j,e@,*t,,u&,"O,J","t,u","b,o*"
p,h@,a,v,,*f,a,@e,u#,e,U,t#,i,e,&a,h&,*u,,"a,w","B,E"
e,h,A,@v,@L,d@,v@,q,t,e#,y  &,T,j&,p,t,h,u,,"t,u","I,O&"
e,d&,a,v*,@l,f,,a,l  ,p,w,L,j*,d*,@l,j,U,"&c,j","l,u  ","*H,E"
e,m#,a,#v,l*,*f,a@,@q,d,E,k,t,J,*d,m&,e,u@,"@o,j","u,u","i,o"
p,m@,a,v#,l,h@,A,e,@B,#e,#m,*t,I,*e,a,@e,u,,"a,w&"," b,e "
e,@c,,v*,#l,F@,a&,,N,e,k,t,&J,D&,m,,u,"*o,j","t,u  #","d,o#"
e,h,&A,v&,l&,d,*v,q,I,e#,m,t,j&,,t*,&h,#u,"C,J","t,u",
p,m,a,,,f,&a,&e  ,u,e&,@m,t,i,@E,* a ,e,u@,"c,i","&d,w","b,e"
p,*m,a&,&v,l,#h,a,,m,e,*u,T,i,E,d@,h#,,"c,i*","*D,W","b,e  "
e,z#,d,v,l,@F,*?, e ,b,e#,K#,t,e&,d,t,#h,u,"c,j",,"b,e"
p,,d,v,l@,f,& ? ,q,A,e,U,t#,j,e,U,,u,"O,I","@t,c","t,e"
p,m,,v,l&,,a&,Q,@b,&e,,t@,,e@,a&,,U,"c,i","A,W","@b,e"
p,c  &,D&,v,,*f,@?,Q,&a,e#,*w,t*,*j,e,,H,u*,"o,i","#u,c","t,e@"
p,m@,a,v,l@,h,a,#q,*m,e&,u,@t,@i,e,@u,h,u,"C,I","*u,w","b,e"
e,T,@a,t,o,j&,@?,q*,u,e*,m,@t,j,d*,t,e,@u,,"t,u#","t,e"
p,H,A,&v,l,,#a,q,,e,k,,I@,E,u,h,u,"c,i","a,w","b,e"
p,c#,*d,V,l#,f,?,q,a,e,u#,t,i*,j,*T,*J,u," o,i ","*t,c","t,e"
p,&c,d,v,l,f,#?,q,@a,#e,&K,*t,j,,*t,j,*U,"o,i","u,c","t,e@"
p,&d,& d ,v,l*,&f,?,i,&a,e&,k,t#,j*,j,T*,J,u,"O,I","t,c","t,e@"
p,,d,v,&l,j@,@c,,t*,e#,n&,T,,,t,j*,u,,"t,u","*d,o"
e,&t,a,,l@,P, c ,@E,b,e,m#,,e*,d,t,e&,,"*o,j","@t,c","i,e  "
p,c,@d,@v,l,f,?,I,&a,*e,u,t,I*,,U,,u@,"#o,i","u,c#","T,E&"
p,d,@D,v@,,f  ,,,A,e,#k,T,j#,j&,U,h&,u#,"O,J",,"t,e"
e,,a&,t&,l@,j,c  ,Q,u,@E,m,@t,*j,d&,*t,e,,"o,e","t,c","i,e"
e, d ,a,V@,l,,a#,q,@n,e,*k, t *,j,&d,m,h,u@,"o,j#","&m,u","i,o"
p,M,a#,v@,&l,,a  ,e,b#,e,m&,t,J,e@,,j#,u  ,"o,e&","t,u",
e,m,@a,#t,O  ,j,,@ i ,*u, e ,m,,j@,D&,t,#e,u&,,"*t,u","t,e  @"
e,t*,a,T,l,,C,q&,#b,e,M,t,e,d*,&t,e,u*,,"t,c",
p,m  ,A,v,*l,f&,a,q*,b,#e,@k,T,i,e,,h@,u@,"c,i*","a,w","b,e"
p,c,,V,,f,@?,,a,e&,#u,*t,I*,j,*u,,#u,"O,J",,"t,e"
e,#d,a,V,L,#h,a*,q&,&d,E@,@k,T,j#,d,,E,u*,,"U,U","i,o"
p,* d ,d@,,@l,F,&?,q,#a,e#,w@,t,J,,#t,@ j ,u&,"#o,i",,"#t,e"
e,m,&a,v,l&,*f,a&,,T,,k,&t, j ,@ d ,u  ,E,u&,"&o,j","t,u*","i,o"
e,*D,a,V&,#l,f&,?,I,d,p,w,,,d@,L,j,u,"c,j","l,u","#l,e"
e,m,@a,v,l&,F,a,q&,u  ,,k,t,@j,d,m,e#,u  #,"o,j","t,u@","*d,o"
e,m&,a&,t@,l,p,@c,e,, e ,@m,t,j,,t,#e,u,,"t,c",
p,d*,d#,v,l,#f,?,i,*a,e,k,t&,j,,u&,,u&,"o,i","u,c*","*t,e"
p,M#,a&,&v,*l,*f,a#,q#,U*,e,u&,&t,i,*E,,e,u,"&c,i","d,w","b,e"
e,&m,a,*v,,*h,a*,e,T,e,k,t,#J,d,@u,@h,,"o,j","*u,u","i,o"
p,,*d  ,v&,l#,*f,*?,e#,a,e*,u,t@,j&,#E,&t,h*,@u,"o,i","t,c","&T,E"
p,c,d@,v*,l&,f,#?,e,#a,e,u&,t&,j,j#,,#J,*U,"o,i#","u,c","t,e@"
e,d,a,*v,l,&h,,e,,#E,K,t,J,,#u, e ,u,"o,j*",,"i,o  "
e,d&,a,t,L&,@j,,q,,E,m@,t*,e,#d,t,,u&,"O,E@","t,c","D,E"
e,t,d,t&,l,@f,#a,e,u,E,k&,t,,@p,T,e,@u,"o,j","T,U","&n,o"
p,h@,#a,v*,,h@,*a,@e,b,*e,u,t  &,I,E,*u,h,u@,"c,i","A,W","#b,e"
p,c@,d#,@v,l,f&,?,E  ,&a,@ E ,@K,t,j,h,u,,&u,"&o,i","t,c@","t,e@"
p,,d,v,l@,*f,?,,#a,*e,k,*t,j,@h,@u  ,@j,u,"o,i","t,c","&t,e  "
e,*d,a@,v&,l,f@,,&e,n,&e,K,t,J,d,t*,e,u&,"o,j","*t,u","d,o*"
e,d,a,v,l,h,&A,q,N,,,t,,d,m*,*e,*u,"o,j","& u,u ","i,o*"
e,,a,v@,&l,d*,v&,a,t#,@e,y*,@t,J*,*w,@t,j&,u,"c,j","t,u",
p,#m,a,,#l,f,a*,e,,e@,u*,t&,#i,,a*,e*,U,"c,i","d,w#","*b,e"
p,d,d,v@,l,,?,@Q,a,E,k,t,i,J,,j,u,"@O,J","T,C","t,e"
e,t#,&a,,l,D,v&,Q,t,e,*y,t@,j,w&,&t,j,u*,"c,j@","T,U","i,o"
p,*h,,v,l*,,a&,e,u,e#,u,&t,i,e,d,e@,u@,"c,i","d,w","*b,e"
p,d,d*,v#,L,@j,*c  ,e&,,e,#n,t  ,j*,u,&t,h,u*,"c,j",,"d,o"
p,,d,v#,l,*f,?,Q,*a,, w ,,j,e*,t,h,U,"o,j","*t,c","*t,e"
p, c *,#d,v#,l@,f&,?&,e,a@,, k ,t,@j  ,j,t,h,u,"@o,i",,"t,e"
e,@c,a, v ,#l,f,A,&q,&u,#e,k,&t,j,d#,&u,E*,u,"@O,J  ","u,u","@d,o"
p,t,*d,v,l#,&j,C@,,d,,m#,@t,j*,,T@,j&,@u,"C,J#","t,u","d,o"
p,c#,d&,v,l,@f,?*,q@,a#,E,,t,i,#e,t*,j*,u  #,"o,i","t,c","t,e*"
p,d,d,v,L,f,?,&e,t,e,k,t,h,&D,t,h,U,"c,i","d,c",
p,#u,&d,t,l,f#,*a,q@,&d,e,,t,,v*,t,J,&u,"c,j",,"d,e"
p,c  *,d*,#v,&l,f,?,i,,,u#,&t,i,,t*, J ,&u,"o,j  ","t,c"," t,e @"
p,h*,a@,V,L,&f,a,q*,m,e#,u@,&t,@i  ,e,@a,h@,u&,,"#u,w","b,e#"
e,*d,a,v,l*,v,,#Q,d#,,&w,l&,j  ,d&,L#,, u ,"&c,j","l,u","l,e"
p,C,, v ,l,f  &,@?,e@,a,e*,*k,t  ,i,*e,*u,j,u&,"o,i*","t,c*",
e,d@,,&t,l,F,a,e, t ,e,&w,t,e,d,T,h,u,"@c,e","d,c","t,e*"
p,&h,a,v,L,h,a,q,b,#e,@m,T,i,e&,*a,h,u&,"C,I","@U,W","b,e"
e,&m,a,#v,L,#f,a@,e@,,,K,t,#J,@d, u ,h,U  &,,"@t,u","d,o"
p,m, a ,v*,@l,f,a,@q,,e,k#,T&,&i,*E,,e&,u,"c,i",,"b,e"
p,t#,a,v,,*f,a&,#q,@b,*e,N,t  #,j*,@e,@t,j,u,"O,E","t,u&","B,O#"
p,C,,&v,L,f#,?,&q,,*e,&w,t  ,i,*j,t&,#H,*u,,"U,C&","*t,e"
p,*c,d&,V&,*l,F,?,,a,#e,k,t&,*j,e,U,&j,U&,"o,j","u,c","t,e  @"
p,@c,d,v,l*,f@,?,,a@,@e,k,T#,i,e,u&,J,u,"&o,j","t,c@","t,e"
p, m @,&a,v,l#, f ,,Q,m,*e,k,t*,,e,a,h#,@U  ,"c,i&","u,w","b,e"
e,,a,v,l,@V,*?,@i,h&,p  ,w,d&,j,,l&,j,u,"c,j","l,u","l,e  "
p,m  &,a#,,,f,a,&q,@ m ,e*,m,t,i#,&E,&D,h,U,"*c,i","a,w"," b,e *"
p,t,a&,,l,j,a#,q  ,*b,E,M,t#,&e,e*,,j,,"o,j*","#t,u",
p,h,a@,v,#l,h,&a,&e,m&,e@,k,t, i *,e@,,e,u&,"c,i","u,w*","#B,E"
e,h@,a&,@v,l,,v&,#a,i@,e,m,t@,j,w&,t,h,u&,"&c,j","t,u#","d,o"
p,H,@a,@v,l,F,a,q,u*,e*,@ M ,#t,i#,e,*u,e#,u,"C,I","*a,w","b,e"
p,c,,v,@L,f  ,?&,q,,@e,@W,t@,&I  ,&j,&T,h,u,"o,j","t,c#","t,e"
e,@d,,t,#l  ,@j,@c,e,d,e,m@,*t,e@,D,t,j,u,"o,j","@t,c","&d,e"
e,n@,d,V  ,L,*h,#?,,*b,,K,T&,@e,D,t,,u,"c,j","t,e@","b,e#"
p,*u,A,v,O*,f@,a#,e#,m,e#,m  *,t&,@j,d,T,*h,u,"c,j",,"z,o*"
p,d*,d#,v,,,c@,Q,u,E&,*m,t@,j,u*,t,j*,&U,"c,j",,"i,o"
p,c,d#,v,l,f,?  #,q,A,e&,k@,t,&j,@j,U,#h,u#,"o,j","t,c&","t,e&"
p,#a,a,&v,l,J,A&,,T,e,m,@t,#e,e#,t,,u,"o,j","t,u","*b,o"
e,m,#a,v,l,F,,Q,,e,K,t@,j,d,u,@h,u,"&O,J","m,u",
e,m,@a,v,,*f,a,,u,#e, K ,t,j,,m,h  , u ,"o,j*","m,u","*d,o"
p,d#,d@,@v,#L,f,?&,@q,a&,e,&k,t@,,h#,t,j,*U,"o,i@",,"T,E"
e,d,*a,v&,l,h*,#a,e,,@e,#k,&t,j,d,m,,,"&o,j","u,u@","D,O#"
p,d,&d,V,l*,#j,c,q,u*,e&,m,@T,j,u,t*,j,u,"&c,j","&t,u","d,o@"
e,m,a#,t#,*l,j,c&,,*U,e,m,t,J*,d,@t,e  &,,"o,e#",,"d,e"
e,c,,@v,o@,#v,?,q@,c,e,t#,t,,d,C,h,,"c,j","&t,c","*t,o"
p,h,a,v,&l,,a&,@q,u,*e,#m,T,I,e,a*,e,#U,"*C,I","A,W","b,e*"
p,# c ,d@,V,@l,f,#?,q#,a#,@E,&k,*t,i,e,u,j,U,"O,J","t,c","#t,e"
e,#d,A,T*,@l,,c&,q,,E,m,t*,j#,,t,*e,@ u ,"o,j","t,c","D,E*"
p,#d,*d,v,&l,*f,?,@i,a,e  ,W#,t,@i,&j,u@,,u,"*o,j",,"t,e"
e,d,,v@,l,#h,a#,q,*u,e  ,k#,t,j,d,*u,@e,u&,"&o,j","t,u","d,o"
e,#M,a,t,o,d,?*,@q,*m,e*,m#,t  ,@j,D*,t,e,,"c,j","&t,u","@t,e"
e,t,a,t,*l,p,c,q,*u,*E,#m  ,t,j,#d,T,e,*U,"o,j","@t,c","d,e#"
p,C&,*d,v,l&,#f,*?,i,@a,e,#u,T&,,e,u,j,u,"O,I*","t,c","T,E@"
p,h,a, v &,l#,h@,a@,Q,m,e,u,T@,,e#,d,&h,&U,"c,i#","u,w&","b,e"
e,@m,A,V#,l#,h*,@A,q,#n,e,K*,t,j,D*,t,e,u*,"o,j","m,u","i,o"
p,*d,d#,v,L,f,,i,a,,u,t,*i,j,,j,#u,,"t,c*","t,e#"
e,m,@a,t,*o,@J,?,*a,m&,#E, m &,,i,@d,t  @,E,u,"#c,j","t,u@","t,e"
p,d,d&,v&,l,f,#?,q,@a,e,&k,t,i*,e,t,,u@,"o,i#","&t,c","t,e"
e,,a,v,l,F,A,e,u,@e,*k,t#,,&D,U,e,,"o,j","u,u","i,o"
e,,a,v,l,,A,q,,@e,,t,#j,d,*m  ,H#,u,"O,J&","u,u","i,o*"
e,d,a#,,@l,j,c,q,*d,e,m*,t,J@,d,@t,& e ,#u,,"t,c#","i,e"
p,c,d,v,l,f,?,e,a&,e,#u,&t,,e*,#u,h,#u,"o,j#",,"t,e"
p,*m,,v,l,f,a,e*,u,@e,*k,t,I@,e,U,H,*u,"c,i&","u,w#","b,e"
p,c,D@,@v,l,f,?,,a&,e#,U&,t,i@,j,u#,j,u,"O,I","t,c#","t,e"
p,c&,d#,,*L,*f,?,I,*a,e,w@,@t,I,&h,t,j,U,"o,i"," t,c &","t,e"
e,#d,D,t&,L,f,a,e@,,&e,w,,@E,d*,t#,e*,u,"c,j","D,C","t,e"
e,H*,a,,,J,Z@,*q,&T,e,*m,*t,@h,# w ,t#,#h,u#,"@c,j","t,u","D,O"
e,m,a,V#,L  ,,A,&e,@u,e,K#,*T,j,d,u@,e&,u*,"*O,J","@m,u","d,o"
p,u&,,V  ,o,f@,a,a,m@,@e,#y,t,j,d,&t,h,u,"c,j#","*t,u","&z,o"
p,h,a&,v#,#l,h*,&a,q,B&,e,K,t,i,,a@,h,u,"c,i#","#u,w","b,e&"
p,*m,#a,,l*,,a#,,#u,e@,M&,t,e&,*e,@t,j#,,"o,e*","*t,u","B,O  "
e,,a,&v  ,l,j,Z,*q,* d ,e&,u,t,*h,p#,@t, h *,,"c,j","t,u*","i,o"
p,c,&d,v*,l,f,*?,@i,a,&e,w,t, i ,h,&t,h,@u,"o,i","t,c","t,e"
p,H  #,@A,V,@l,,a,q,u,e*,,t,&I,e,U,h,*u,"c,i","U,W#","b,e"
p,*d,d,V,l&,,&?,i,&A,@e,K,t,#i,h,&u,h,U,"&o,j","u,c","&t,e"
p,C,&d,v,l,f@,?,i,a,e@,w,t, j ,h,t,h@,u,"o,i","*u,c  ","t,e"
e,m,a,&t,l,P,@c,&q,,E@,,@t, j ,&d,#t,e,,"O,J","t,c&","i,e"
p,m&,D,t,#l,#j,A*,q,,e#,k,t,j,v#,t,e,,"#c,j","*t,u","&i,e"
p,,d@,v,,F#,?,q,A,e,@w,T,@i,e&,t#,j&,,"o,j","u,c"," t,e "
e,,A&,,*l,h*,,q,@T,e@,k,t,j,d@,m#,e,u,"o,j","t,u","@D,O"
e,,#a,@v,l,@h,a*,,u,e,k,t,@j,D,t,E,*u,,"t,u","d,o"
p,@ c ,d,v@,l,#f,?@,I,*a,e,w@,@t,i,*j,u,j#,,"o,i",,"t,e&"
p,m,d  ,,l,j#,@a,Q,D,e,@k,t@,@j,@v,#t,&e,u,"c,j","t,u#","i,e"
p,m,A,v#,,h,*a,e,b@,e*,U,,i*,e*,a&,h,,"@c,i","d,w","b,e*"
p,h,A&,&v,#l,f,a,#e,U,e,k*,t#,i,E  ,,E,U  #,"c,i","u,w","b,e&"
e,&M,a*,T,L&,P,*C,Q,,e,#m,t@,j,d,t,J#,#u,"o,j","@t,c","@d,e"
p,m,,, l &,&h,a#,e,@u,e*,k,,@I,,d,#h,u&,"c,i",,"b,e"
e,M,a,v,L,,A,,n,E&,k,t*,j@,d@,@M,H,u,"o,j","@m,u","d,o@"
e,*a,A@,v,o*,v, ? ,e,#C,e,t@,t,*j,d&,,h,U,"c,j","&t,c",
